Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2022-10-11 18:51:48;1665503508.383934;portrait;0.036163330078125;-0.4724578857421875;-1.085968017578125;walk
2022-10-11 18:51:48;1665503508.393053;portrait;0.1053009033203125;-0.4559783935546875;-0.9091644287109375;walk
2022-10-11 18:51:48;1665503508.3979511;portrait;0.0609893798828125;-0.43865966796875;-0.8036041259765625;walk
2022-10-11 18:51:48;1665503508.399157;portrait;0.046142578125;-0.3345947265625;-0.7938232421875;walk
2022-10-11 18:51:48;1665503508.4266238;portrait;0.003662109375;-0.351715087890625;-0.6757965087890625;walk
2022-10-11 18:51:48;1665503508.477138;portrait;0.0527801513671875;-0.456939697265625;-0.67462158203125;walk
2022-10-11 18:51:48;1665503508.5291638;portrait;0.095306396484375;-0.549530029296875;-0.7378997802734375;walk
2022-10-11 18:51:48;1665503508.5793161;portrait;0.04498291015625;-0.5703125;-0.850830078125;walk
2022-10-11 18:51:48;1665503508.628541;portrait;0.1001434326171875;-0.60870361328125;-1.08905029296875;walk
2022-10-11 18:51:48;1665503508.677814;portrait;0.1379547119140625;-0.6945648193359375;-1.0615081787109375;walk
2022-10-11 18:51:48;1665503508.728139;portrait;0.044647216796875;-0.618682861328125;-1.1596221923828125;walk
2022-10-11 18:51:48;1665503508.777175;portrait;-0.0133514404296875;-0.41168212890625;-0.9026641845703125;walk
2022-10-11 18:51:48;1665503508.826973;portrait;0.10162353515625;-0.4755706787109375;-0.69964599609375;walk
2022-10-11 18:51:48;1665503508.876925;portrait;0.0424957275390625;-0.3920745849609375;-0.8061676025390625;walk
2022-10-11 18:51:48;1665503508.926578;portrait;-0.0087127685546875;-0.3690032958984375;-0.6485137939453125;walk
2022-10-11 18:51:48;1665503508.9756498;portrait;0.0402679443359375;-0.48138427734375;-0.56396484375;walk
2022-10-11 18:51:48;1665503509.0254002;portrait;0.05438232421875;-0.5176849365234375;-0.7423248291015625;walk
2022-10-11 18:51:48;1665503509.075193;portrait;0.0538787841796875;-0.3930206298828125;-0.8540802001953125;walk
2022-10-11 18:51:48;1665503509.124854;portrait;0.1311187744140625;-0.46795654296875;-0.99176025390625;walk
2022-10-11 18:51:48;1665503509.1738749;portrait;0.1260986328125;-0.5343017578125;-1.2723846435546875;walk
2022-10-11 18:51:48;1665503509.221816;portrait;0.469512939453125;-0.770233154296875;-1.0050201416015625;walk
2022-10-11 18:51:48;1665503509.265702;portrait;0.1577301025390625;-0.5675201416015625;-0.81488037109375;walk
2022-10-11 18:51:48;1665503509.316952;portrait;0.1866455078125;-0.483673095703125;-0.8724212646484375;walk
2022-10-11 18:51:48;1665503509.3646178;portrait;0.414794921875;-0.42254638671875;-0.7103424072265625;walk
2022-10-11 18:51:48;1665503509.420289;portrait;0.3515777587890625;-0.274505615234375;-0.4252471923828125;walk
2022-10-11 18:51:48;1665503509.469801;portrait;0.41448974609375;-0.3020172119140625;-0.679229736328125;walk
2022-10-11 18:51:48;1665503509.519137;portrait;0.3754425048828125;-0.302886962890625;-1.0699310302734375;walk
2022-10-11 18:51:48;1665503509.569618;portrait;0.2071075439453125;-0.323333740234375;-0.904144287109375;walk
2022-10-11 18:51:48;1665503509.619426;portrait;0.0399322509765625;-0.3725738525390625;-1.021240234375;walk
2022-10-11 18:51:48;1665503509.669869;portrait;-0.1072540283203125;-0.4513702392578125;-0.9081268310546875;walk
2022-10-11 18:51:48;1665503509.719619;portrait;0.4201812744140625;-0.4339752197265625;-0.9317169189453125;walk
2022-10-11 18:51:48;1665503509.76945;portrait;0.4825439453125;-0.0989837646484375;-1.2745208740234375;walk
2022-10-11 18:51:48;1665503509.818345;portrait;0.3792724609375;-0.3248138427734375;-0.933990478515625;walk
2022-10-11 18:51:48;1665503509.867526;portrait;0.2656707763671875;-0.47393798828125;-0.850372314453125;walk
2022-10-11 18:51:48;1665503509.918264;portrait;0.059814453125;-0.6249847412109375;-0.9782257080078125;walk
2022-10-11 18:51:48;1665503509.967404;portrait;-0.0085601806640625;-0.5694732666015625;-0.7078857421875;walk
2022-10-11 18:51:48;1665503510.016741;portrait;0.0527191162109375;-0.1791229248046875;-0.573638916015625;walk
2022-10-11 18:51:48;1665503510.0665178;portrait;-0.1499176025390625;-0.1931304931640625;-0.55462646484375;walk
2022-10-11 18:51:48;1665503510.116283;portrait;-0.085205078125;-0.2296905517578125;-0.870025634765625;walk
2022-10-11 18:51:48;1665503510.165381;portrait;0.28619384765625;-0.7345733642578125;-1.144439697265625;walk
2022-10-11 18:51:48;1665503510.2163181;portrait;-0.1230010986328125;-0.6642913818359375;-1.4742584228515625;walk
2022-10-11 18:51:48;1665503510.265259;portrait;-0.0723419189453125;-0.820343017578125;-1.154388427734375;walk
2022-10-11 18:51:48;1665503510.314786;portrait;-0.1230621337890625;-0.934051513671875;-0.5951385498046875;walk
2022-10-11 18:51:48;1665503510.364421;portrait;-0.0865325927734375;-0.6109619140625;-0.544525146484375;walk
2022-10-11 18:51:48;1665503510.4143372;portrait;-0.0248260498046875;-0.4116973876953125;-0.288726806640625;walk
2022-10-11 18:51:48;1665503510.463639;portrait;0.08380126953125;-0.3166351318359375;-0.3209381103515625;walk
2022-10-11 18:51:48;1665503510.514052;portrait;0.260162353515625;-0.4834747314453125;-0.66339111328125;walk
2022-10-11 18:51:48;1665503510.5637279;portrait;0.5763702392578125;-0.8157806396484375;-1.3372650146484375;walk
2022-10-11 18:51:48;1665503510.61198;portrait;0.4678955078125;-0.7467498779296875;-1.5287017822265625;walk
2022-10-11 18:51:48;1665503510.661574;portrait;0.196746826171875;-0.6844940185546875;-1.18035888671875;walk
2022-10-11 18:51:48;1665503510.710864;portrait;0.1149749755859375;-0.4627838134765625;-0.7485504150390625;walk
2022-10-11 18:51:48;1665503510.7610989;portrait;-0.0703887939453125;-0.152496337890625;-0.563873291015625;walk
2022-10-11 18:51:48;1665503510.810227;portrait;-0.43756103515625;0.0299530029296875;-0.5883331298828125;walk
2022-10-11 18:51:48;1665503510.859494;portrait;-0.2620391845703125;-0.138885498046875;-0.431793212890625;walk
2022-10-11 18:51:48;1665503510.903613;portrait;-0.1597900390625;-0.4477691650390625;-0.7393646240234375;walk
2022-10-11 18:51:48;1665503510.953104;portrait;0.1217193603515625;-0.7473297119140625;-1.4090728759765625;walk
2022-10-11 18:51:48;1665503511.008898;portrait;0.200469970703125;-0.7876434326171875;-1.409210205078125;walk
2022-10-11 18:51:48;1665503511.057675;portrait;0.17974853515625;-0.8912811279296875;-1.023040771484375;walk
2022-10-11 18:51:48;1665503511.109185;portrait;-0.0341796875;-0.65423583984375;-0.9263916015625;walk
2022-10-11 18:51:48;1665503511.1587029;portrait;0.2873077392578125;-0.57373046875;-0.5075531005859375;walk
2022-10-11 18:51:48;1665503511.208128;portrait;0.305023193359375;-0.432037353515625;-0.4738616943359375;walk
2022-10-11 18:51:48;1665503511.2588701;portrait;0.302001953125;-0.36065673828125;-0.5691680908203125;walk
2022-10-11 18:51:48;1665503511.30721;portrait;0.1834869384765625;-0.550079345703125;-1.0556182861328125;walk
